iter	Passed	Remaining
312	401	1264
313	403	1263
314	404	1261
315	405	1259
316	406	1258
317	407	1257
318	409	1256
319	410	1255
320	412	1254
321	413	1252
322	414	1251
323	415	1250
324	417	1248
325	418	1247
326	419	1245
327	420	1243
328	421	1242
329	423	1241
330	424	1240
331	425	1237
332	426	1235
333	427	1233
334	428	1232
335	429	1230
336	430	1228
337	431	1226
338	432	1224
339	434	1223
340	435	1221
341	436	1220
342	437	1218
343	438	1216
344	439	1215
345	440	1213
346	442	1211
347	443	1209
348	444	1208
349	445	1207
350	447	1206
351	448	1204
352	449	1202
353	450	1200
354	451	1198
355	452	1197
356	453	1195
357	454	1193
358	456	1193
359	457	1191
360	458	1190
361	459	1188
362	460	1186
363	461	1185
364	463	1183
365	464	1182
366	465	1180
367	466	1179
368	467	1177
369	469	1176
370	470	1174
371	471	1172
372	472	1171
373	473	1170
374	474	1168
375	475	1166
376	477	1165
377	478	1164
378	479	1163
379	480	1161
380	481	1159
381	483	1158
382	484	1156
383	485	1154
384	486	1153
385	487	1151
386	489	1151
387	490	1149
388	491	1148
389	492	1146
390	493	1145
391	495	1144
392	496	1142
393	497	1141
394	498	1140
395	500	1139
396	501	1137
397	502	1136
398	503	1134
399	504	1133
400	506	1132
401	507	1130
402	508	1129
403	509	1128
404	511	1128
405	512	1127
406	514	1125
407	515	1124
408	516	1122
409	517	1121
410	519	1121
411	520	1120
412	522	1118
413	523	1117
414	524	1115
415	525	1114
416	526	1112
417	527	1111
418	528	1109
419	530	1108
420	531	1106
421	532	1105
422	533	1103
423	534	1102
424	535	1100
425	536	1099
426	538	1097
427	539	1096
428	540	1095
429	541	1093
430	542	1092
431	544	1090
432	545	1089
433	546	1088
434	547	1086
435	548	1084
436	550	1084
437	551	1083
438	552	1081
439	554	1080
440	555	1078
441	556	1077
442	557	1075
443	558	1074
444	560	1074
445	561	1072
446	562	1071
447	563	1069
448	564	1068
449	566	1066
450	567	1065
451	568	1064
452	570	1063
453	571	1062
454	572	1061
455	574	1060
456	575	1059
457	576	1057
458	578	1056
459	579	1056
460	581	1056
461	582	1054
462	584	1053
463	585	1052
464	586	1050
465	587	1049
466	590	1051
467	592	1050
468	593	1049
469	594	1047
470	595	1046
471	597	1045
472	598	1043
473	599	1042
474	601	1042
475	602	1040
476	603	1039
477	605	1037
478	606	1036
479	607	1035
480	608	1034
481	610	1032
482	611	1032
483	612	1030
484	614	1029
485	615	1028
486	616	1026
487	617	1025
488	619	1024
489	620	1023
490	622	1022
491	623	1021
492	625	1020
493	626	1019
494	627	1018
495	629	1017
496	630	1016
497	632	1015
498	633	1014
499	635	1013
500	636	1013
501	638	1012
502	639	1011
503	641	1011
504	643	1010
505	644	1009
506	646	1008
507	653	1016
508	655	1015
509	656	1014
510	657	1013
511	659	1012
512	660	1010
513	661	1008
514	663	1008
515	664	1007
516	665	1005
517	667	1004
518	668	1003
519	669	1001
520	670	1000
521	672	999
522	674	998
523	675	997
524	677	996
525	678	995
526	679	994
527	680	992
528	682	991
529	684	992
530	686	991
531	688	991
532	689	989
533	691	988
534	692	987
535	694	987
536	695	986
537	697	985
538	699	984
539	701	984
540	703	984
541	706	985
542	707	984
543	709	983
544	711	982
545	713	982
546	715	982
547	717	981
548	718	980
549	720	980
550	722	979
551	724	978
552	726	978
553	727	977
554	729	976
555	731	976
556	732	974
557	734	974
558	736	973
559	737	971
560	739	971
561	740	970
562	742	968
563	743	967
564	745	966
565	746	965
566	748	964
567	749	963
568	750	961
569	751	960
570	754	960
571	755	959
572	757	957
573	758	956
574	759	955
575	761	954
576	762	952
577	764	951
578	765	950
579	767	949
580	768	948
581	770	947
582	772	946
583	773	946
584	775	944
585	776	943
586	778	942
587	779	941
588	781	940
589	782	939
590	784	938
591	785	937
592	787	936
593	788	934
594	790	933
595	791	932
596	793	931
597	794	929
598	795	928
599	796	927
600	798	925
601	799	923
602	800	922
603	802	921
604	803	920
605	805	919
606	806	918
607	808	917
608	809	916
609	811	915
610	813	914
611	814	913
612	816	911
613	817	910
614	818	909
615	820	908
616	822	907
617	823	906
618	824	904
619	826	903
620	827	901
621	828	900
622	830	900
623	832	899
624	833	897
625	835	896
626	836	894
627	837	893
628	839	892
629	840	891
630	841	889
631	843	888
632	844	887
633	845	885
634	847	884
635	848	883
636	849	881
637	851	880
638	852	878
639	853	877
640	854	875
641	855	874
642	857	873
643	859	872
644	860	871
645	862	870
646	863	868
647	865	867
648	866	866
649	867	865
650	868	863
651	870	862
652	871	861
653	873	859
654	874	858
655	876	857
656	878	856
657	879	855
658	880	854
659	882	852
660	883	851
661	885	850
662	886	849
663	888	848
664	889	846
665	891	845
666	892	844
667	894	843
668	895	842
669	897	841
670	898	839
671	899	838
672	901	837
673	903	836
674	905	835
675	906	834
676	907	832
677	909	831
678	910	830
679	912	829
680	914	828
681	915	827
682	917	826
683	918	824
684	920	823
685	922	822
686	923	821
687	925	820
688	926	819
689	928	817
690	929	816
691	931	816
692	933	814
693	934	813
694	935	812
695	937	810
696	938	809
697	940	808
698	941	807
699	943	805
700	944	804
701	945	802
702	946	801
703	948	800
704	950	799
705	951	797
706	952	796
707	954	795
708	955	793
709	956	792
710	958	791
711	959	789
712	961	788
713	962	787
714	963	785
715	965	784
716	967	783
717	968	782
718	970	781
719	971	780
720	973	779
721	975	777
722	976	776
723	978	775
724	980	774
725	981	773
726	982	771
727	984	770
728	985	769
729	986	767
730	988	766
731	990	765
732	992	764
733	994	764
734	996	763
735	998	762
736	999	761
737	1001	759
738	1003	758
739	1004	757
740	1006	756
741	1007	755
742	1008	753
743	1010	752
744	1011	751
745	1013	750
746	1015	748
747	1016	747
748	1018	746
749	1019	745
750	1021	743
751	1023	742
752	1024	741
753	1026	740
754	1028	739
755	1030	738
756	1031	737
757	1032	735
758	1034	734
759	1035	732
760	1037	732
761	1039	731
762	1041	730
763	1042	728
764	1044	727
765	1045	726
766	1047	725
767	1048	723
768	1050	722
769	1052	721
770	1053	720
771	1055	719
772	1057	718
773	1058	716
774	1059	715
775	1061	714
776	1063	712
777	1065	712
778	1066	710
779	1068	709
780	1070	708
781	1072	707
782	1081	711
783	1083	710
784	1084	708
785	1086	707
786	1088	706
787	1089	705
788	1091	704
789	1093	702
790	1094	701
791	1096	700
792	1097	698
793	1098	697
794	1100	696
795	1101	694
796	1103	693
797	1104	691
798	1105	690
799	1106	689
800	1108	687
801	1110	686
802	1111	685
803	1113	683
804	1114	682
805	1116	681
806	1117	679
807	1119	678
808	1120	677
809	1122	676
810	1123	674
811	1125	673
812	1126	672
813	1128	671
814	1130	669
815	1131	668
816	1133	667
817	1134	665
818	1136	664
819	1138	663
820	1139	662
821	1141	660
822	1142	659
823	1144	658
824	1146	657
825	1148	656
826	1150	655
827	1151	653
828	1153	652
829	1155	651
830	1157	650
831	1159	649
832	1161	648
833	1162	646
834	1164	645
835	1166	644
836	1167	643
837	1169	641
838	1171	640
839	1172	639
840	1173	637
841	1175	636
842	1177	635
843	1179	634
844	1180	632
845	1182	631
846	1184	630
847	1186	629
848	1188	628
849	1189	627
850	1191	625
851	1192	624
852	1194	623
853	1196	622
854	1198	620
855	1200	619
856	1201	618
857	1203	617
858	1205	616
859	1207	614
860	1209	613
861	1210	612
862	1211	610
863	1213	609
864	1215	608
865	1216	606
866	1218	605
867	1219	604
868	1221	602
869	1222	601
870	1224	600
871	1226	599
872	1227	597
873	1229	596
874	1230	594
875	1232	593
876	1233	592
877	1234	590
878	1236	589
879	1238	588
880	1239	586
881	1241	585
882	1242	583
883	1243	582
884	1245	581
885	1247	579
886	1249	578
887	1250	577
888	1252	576
889	1253	574
890	1255	573
891	1256	572
892	1258	570
893	1259	569
894	1260	567
895	1263	566
896	1264	565
897	1266	564
898	1268	562
899	1270	561
900	1271	560
901	1273	559
902	1275	557
903	1276	556
904	1278	555
905	1280	553
906	1281	552
907	1283	551
908	1285	550
909	1287	548
910	1288	547
911	1290	546
912	1291	544
913	1293	543
914	1295	542
915	1296	540
916	1298	539
917	1299	538
918	1301	536
919	1302	535
920	1304	534
921	1306	532
922	1307	531
923	1309	529
924	1310	528
925	1312	527
926	1313	525
927	1315	524
928	1316	522
929	1317	521
930	1319	520
931	1321	518
932	1322	517
933	1324	516
934	1326	514
935	1327	513
936	1329	512
937	1331	510
938	1332	509
939	1334	508
940	1335	506
941	1337	505
942	1339	504
943	1341	502
944	1343	501
945	1344	500
946	1346	498
947	1347	497
948	1349	496
949	1350	494
950	1352	493
951	1353	492
952	1355	490
953	1356	489
954	1358	487
955	1359	486
956	1361	485
957	1362	483
958	1364	482
959	1365	480
960	1367	479
961	1369	478
962	1371	476
963	1372	475
964	1374	474
965	1376	473
966	1377	471
967	1379	470
968	1381	468
969	1383	467
970	1385	466
971	1386	465
972	1388	463
973	1390	462
974	1391	461
975	1393	459
976	1395	458
977	1397	457
978	1399	455
979	1400	454
980	1402	453
981	1403	451
982	1405	450
983	1407	449
984	1408	447
985	1410	446
986	1411	444
987	1413	443
988	1415	442
989	1416	440
990	1418	439
991	1419	437
992	1421	436
993	1423	435
994	1424	433
995	1426	432
996	1428	431
997	1430	429
998	1431	428
999	1433	427
1000	1434	425
1001	1436	424
1002	1438	422
1003	1439	421
1004	1441	420
1005	1443	418
1006	1445	417
1007	1446	416
1008	1448	414
1009	1450	413
1010	1452	412
1011	1453	410
1012	1455	409
1013	1457	408
1014	1458	406
1015	1460	405
1016	1462	403
1017	1463	402
1018	1465	401
1019	1466	399
1020	1468	398
1021	1469	396
1022	1471	395
1023	1473	394
1024	1475	393
1025	1477	391
1026	1479	390
1027	1481	389
1028	1482	387
1029	1484	386
1030	1486	384
1031	1488	383
1032	1490	382
1033	1491	380
1034	1493	379
1035	1495	378
1036	1496	376
1037	1498	375
1038	1500	373
1039	1501	372
1040	1503	371
1041	1504	369
1042	1506	368
1043	1507	366
1044	1509	365
1045	1511	364
1046	1512	362
1047	1514	361
1048	1516	359
1049	1517	358
1050	1519	357
1051	1522	355
1052	1523	354
1053	1525	353
1054	1526	351
1055	1528	350
1056	1530	348
1057	1531	347
1058	1533	345
1059	1534	344
1060	1536	343
1061	1537	341
1062	1539	340
1063	1541	338
1064	1542	337
1065	1544	336
1066	1546	334
1067	1547	333
1068	1549	331
1069	1551	330
1070	1553	329
1071	1554	327
1072	1556	326
1073	1558	325
1074	1560	323
1075	1561	322
1076	1564	320
1077	1566	319
1078	1568	318
1079	1569	316
1080	1571	315
1081	1573	314
1082	1574	312
1083	1577	311
1084	1578	309
1085	1580	308
1086	1582	307
1087	1584	305
1088	1586	304
1089	1587	302
1090	1589	301
1091	1591	300
1092	1592	298
1093	1594	297
1094	1596	295
1095	1597	294
1096	1599	293
1097	1601	291
1098	1603	290
1099	1605	288
1100	1606	287
1101	1608	286
1102	1610	284
1103	1611	283
1104	1613	281
1105	1615	280
1106	1616	278
1107	1619	277
1108	1621	276
1109	1622	274
1110	1624	273
1111	1626	272
1112	1628	270
1113	1629	269
1114	1631	267
1115	1632	266
1116	1634	264
1117	1636	263
1118	1637	261
1119	1638	260
1120	1639	258
1121	1641	257
1122	1642	255
1123	1643	254
1124	1644	252
1125	1645	251
1126	1646	249
1127	1647	248
1128	1649	246
1129	1651	245
1130	1652	243
1131	1653	242
1132	1654	240
1133	1655	239
1134	1657	237
1135	1658	236
1136	1659	234
1137	1660	233
1138	1661	231
1139	1662	230
1140	1663	228
1141	1665	227
1142	1666	226
1143	1668	224
1144	1669	223
1145	1670	221
1146	1671	220
1147	1673	218
1148	1675	217
1149	1677	215
1150	1678	214
1151	1679	212
1152	1681	211
1153	1683	210
1154	1684	208
1155	1685	207
1156	1686	205
1157	1688	204
1158	1689	202
1159	1690	201
1160	1692	199
1161	1693	198
1162	1694	196
1163	1695	195
1164	1697	193
1165	1699	192
1166	1700	190
1167	1702	189
1168	1703	188
1169	1705	186
1170	1706	185
1171	1708	183
1172	1709	182
1173	1710	180
1174	1712	179
1175	1714	177
1176	1716	176
1177	1717	174
1178	1719	173
1179	1720	172
1180	1722	170
1181	1723	169
1182	1724	167
1183	1726	166
1184	1727	164
1185	1728	163
1186	1730	161
1187	1731	160
1188	1732	158
1189	1733	157
1190	1734	155
1191	1736	154
1192	1737	152
1193	1738	151
1194	1739	149
1195	1740	148
1196	1741	146
1197	1743	145
1198	1744	144
1199	1746	142
1200	1747	141
1201	1748	139
1202	1749	138
1203	1750	136
1204	1751	135
1205	1752	133
1206	1754	132
1207	1755	130
1208	1756	129
1209	1757	127
1210	1758	126
1211	1760	124
1212	1761	123
1213	1762	121
1214	1763	120
1215	1765	119
1216	1766	117
1217	1767	116
1218	1768	114
1219	1769	113
1220	1770	111
1221	1771	110
1222	1773	108
1223	1774	107
1224	1775	105
1225	1776	104
1226	1778	102
1227	1779	101
1228	1780	99
1229	1781	98
1230	1782	97
1231	1783	95
1232	1785	94
1233	1786	92
1234	1787	91
1235	1788	89
1236	1789	88
1237	1790	86
1238	1792	85
1239	1793	83
1240	1794	82
1241	1796	80
1242	1797	79
1243	1798	78
1244	1799	76
1245	1800	75
1246	1801	73
1247	1802	72
1248	1804	70
1249	1805	69
1250	1806	67
1251	1808	66
1252	1809	64
1253	1810	63
1254	1812	62
1255	1813	60
1256	1814	59
1257	1815	57
1258	1817	56
1259	1818	54
1260	1819	53
1261	1820	51
1262	1821	50
1263	1822	49
1264	1824	47
1265	1825	46
1266	1826	44
1267	1828	43
1268	1829	41
1269	1830	40
1270	1831	38
1271	1832	37
1272	1833	36
1273	1835	34
1274	1836	33
1275	1837	31
1276	1838	30
1277	1840	28
1278	1841	27
1279	1842	25
1280	1843	24
1281	1845	23
1282	1846	21
1283	1847	20
1284	1848	18
1285	1849	17
1286	1850	15
1287	1851	14
1288	1852	12
1289	1854	11
1290	1856	10
1291	1857	8
1292	1858	7
1293	1859	5
1294	1860	4
1295	1861	2
1296	1863	1
1297	1864	0
