iter	Passed	Remaining
463	967	24048
464	968	24034
465	970	24019
466	971	24001
467	973	23985
468	974	23967
469	976	23949
470	977	23933
471	979	23916
472	980	23901
473	983	23905
474	984	23894
475	986	23876
476	987	23859
477	989	23843
478	990	23827
479	992	23811
480	993	23792
481	995	23778
482	996	23761
483	998	23766
484	1000	23753
485	1001	23736
486	1003	23718
487	1004	23702
488	1006	23688
489	1007	23672
490	1009	23657
491	1010	23641
492	1012	23624
493	1014	23619
494	1015	23609
495	1017	23595
496	1018	23580
497	1020	23564
498	1022	23558
499	1023	23548
500	1025	23534
501	1026	23520
502	1029	23519
503	1030	23506
504	1032	23493
505	1033	23486
506	1035	23475
507	1036	23452
508	1038	23438
509	1039	23425
510	1041	23410
511	1042	23396
512	1045	23400
513	1047	23398
514	1048	23387
515	1050	23374
516	1051	23361
517	1053	23347
518	1054	23332
519	1056	23315
520	1057	23302
521	1059	23298
522	1061	23290
523	1062	23277
524	1064	23263
525	1065	23249
526	1067	23234
527	1068	23218
528	1070	23203
529	1071	23188
530	1072	23175
531	1074	23168
532	1076	23163
533	1078	23151
534	1079	23136
535	1081	23122
536	1082	23108
537	1084	23094
538	1085	23080
539	1086	23065
540	1088	23051
541	1090	23043
542	1091	23038
543	1093	23025
544	1094	23012
545	1096	22998
546	1097	22985
547	1099	22970
548	1100	22956
549	1102	22945
550	1103	22932
551	1105	22922
552	1107	22920
553	1108	22908
554	1110	22896
555	1111	22884
556	1113	22871
557	1114	22858
558	1116	22844
559	1117	22831
560	1118	22810
561	1120	22799
562	1122	22796
563	1123	22786
564	1125	22773
565	1126	22761
566	1128	22750
567	1129	22738
568	1131	22726
569	1132	22712
570	1134	22700
571	1135	22686
572	1145	22849
573	1147	22836
574	1148	22824
575	1150	22812
576	1151	22800
577	1161	22946
578	1162	22934
579	1164	22922
580	1165	22902
581	1166	22883
582	1167	22869
583	1169	22868
584	1171	22855
585	1172	22841
586	1174	22829
587	1175	22820
588	1177	22809
589	1178	22796
590	1180	22783
591	1181	22770
592	1183	22759
593	1185	22755
594	1186	22747
595	1188	22736
596	1189	22722
597	1191	22710
598	1192	22698
599	1194	22687
600	1195	22675
601	1196	22663
602	1198	22653
603	1205	22750
604	1207	22749
605	1210	22753
606	1211	22743
607	1213	22734
608	1215	22729
609	1217	22727
610	1218	22721
611	1220	22719
612	1222	22716
613	1224	22701
614	1225	22695
615	1227	22691
616	1229	22684
617	1231	22684
618	1233	22677
619	1235	22671
620	1236	22662
621	1238	22654
622	1239	22642
623	1241	22633
624	1243	22627
625	1245	22621
626	1247	22624
627	1248	22616
628	1250	22603
629	1251	22592
630	1253	22582
631	1254	22572
632	1256	22560
633	1257	22550
634	1259	22539
635	1260	22530
636	1262	22528
637	1264	22516
638	1265	22505
639	1267	22494
640	1268	22481
641	1270	22468
642	1271	22456
643	1272	22446
644	1273	22426
645	1275	22415
646	1277	22409
647	1278	22406
648	1280	22396
649	1282	22387
650	1283	22375
651	1284	22363
652	1286	22352
653	1287	22341
654	1289	22331
655	1290	22321
656	1292	22319
657	1294	22313
658	1296	22304
659	1297	22293
660	1299	22283
661	1300	22274
662	1302	22264
663	1303	22254
664	1305	22244
665	1306	22232
666	1308	22228
667	1310	22224
668	1311	22215
669	1313	22205
670	1314	22195
671	1316	22184
672	1317	22176
673	1319	22165
674	1320	22154
675	1322	22145
676	1323	22141
677	1325	22133
678	1326	22124
679	1328	22114
680	1329	22094
681	1330	22084
682	1332	22074
683	1333	22065
684	1335	22055
685	1336	22045
686	1338	22041
687	1340	22038
688	1341	22030
689	1343	22022
690	1344	22012
691	1346	22003
692	1348	21994
693	1349	21982
694	1350	21973
695	1352	21961
696	1353	21955
697	1355	21950
698	1357	21941
699	1358	21926
700	1359	21915
701	1361	21906
702	1362	21896
703	1364	21887
704	1365	21876
705	1366	21867
706	1368	21858
707	1371	21867
708	1372	21861
709	1374	21852
710	1375	21843
711	1377	21838
712	1378	21829
713	1380	21819
714	1381	21810
715	1383	21801
716	1385	21796
717	1386	21793
718	1388	21787
719	1390	21780
720	1391	21771
721	1393	21760
722	1394	21750
723	1395	21741
724	1397	21731
725	1398	21722
726	1400	21719
727	1402	21715
728	1404	21707
729	1405	21699
730	1407	21690
731	1408	21683
732	1410	21675
733	1411	21666
734	1413	21656
735	1414	21647
736	1416	21644
737	1417	21638
738	1419	21629
739	1420	21620
740	1422	21612
741	1423	21604
742	1425	21597
743	1426	21588
744	1428	21581
745	1430	21573
746	1432	21572
747	1433	21566
748	1435	21558
749	1436	21550
750	1438	21542
751	1439	21533
752	1441	21524
753	1442	21516
754	1444	21508
755	1445	21500
756	1447	21498
757	1449	21491
758	1450	21485
759	1452	21477
760	1453	21469
761	1455	21460
762	1456	21451
763	1457	21442
764	1459	21434
765	1460	21425
766	1462	21424
767	1464	21411
768	1465	21403
769	1466	21394
770	1468	21386
771	1469	21378
772	1471	21370
773	1472	21356
774	1474	21349
775	1475	21341
776	1476	21333
777	1478	21330
778	1480	21325
779	1482	21318
780	1483	21309
781	1485	21303
782	1486	21295
783	1488	21287
784	1489	21280
785	1490	21271
786	1492	21262
787	1494	21259
788	1495	21256
789	1497	21249
790	1499	21241
791	1500	21234
792	1501	21226
793	1503	21217
794	1504	21210
795	1506	21202
796	1507	21195
797	1509	21195
798	1511	21188
799	1512	21181
800	1514	21176
801	1516	21174
802	1518	21175
803	1520	21169
804	1521	21162
805	1523	21153
806	1525	21151
807	1526	21145
808	1528	21140
809	1529	21133
810	1531	21128
811	1533	21123
812	1534	21118
813	1536	21113
814	1538	21110
815	1540	21110
816	1541	21105
817	1543	21101
818	1545	21103
819	1547	21100
820	1549	21093
821	1550	21088
822	1552	21082
823	1554	21078
824	1556	21076
825	1557	21073
826	1559	21072
827	1561	21069
828	1563	21066
829	1564	21060
830	1566	21056
831	1568	21051
832	1570	21053
833	1572	21050
834	1573	21044
835	1575	21036
836	1576	21028
837	1578	21020
838	1579	21012
839	1580	21003
840	1582	20997
841	1583	20989
842	1585	20987
843	1587	20982
844	1589	20978
845	1590	20970
846	1592	20966
847	1593	20959
848	1595	20954
849	1596	20947
850	1598	20942
851	1602	20967
852	1604	20963
853	1605	20954
854	1606	20947
855	1607	20932
856	1609	20924
857	1610	20915
858	1611	20907
859	1613	20899
860	1614	20892
861	1616	20891
862	1618	20885
863	1619	20878
864	1621	20871
865	1622	20863
866	1624	20856
867	1625	20850
868	1627	20842
869	1628	20835
870	1630	20827
871	1632	20826
872	1633	20820
873	1635	20813
874	1636	20802
875	1637	20795
876	1639	20788
877	1640	20781
878	1641	20774
879	1643	20768
880	1645	20762
881	1646	20756
882	1648	20755
883	1650	20749
884	1651	20736
885	1652	20730
886	1654	20723
887	1655	20715
888	1656	20708
889	1658	20702
890	1659	20695
891	1661	20689
892	1663	20687
893	1664	20681
894	1666	20675
895	1667	20668
896	1669	20662
897	1670	20655
898	1672	20647
899	1673	20640
900	1674	20632
901	1676	20626
902	1678	20627
903	1680	20622
904	1681	20616
905	1683	20608
906	1684	20601
907	1685	20594
908	1687	20588
909	1688	20581
910	1690	20573
911	1691	20566
912	1693	20564
913	1695	20561
914	1696	20555
915	1698	20548
916	1699	20542
917	1701	20537
918	1702	20531
919	1704	20525
920	1705	20517
921	1706	20509
922	1708	20509
923	1710	20507
924	1712	20501
925	1713	20494
926	1715	20488
927	1717	20487
928	1718	20483
929	1720	20476
930	1721	20470
931	1723	20465
932	1725	20464
933	1727	20464
934	1728	20460
935	1730	20455
936	1731	20444
937	1732	20437
938	1734	20430
939	1735	20423
940	1737	20416
941	1738	20409
942	1740	20412
943	1742	20406
944	1743	20400
945	1745	20392
946	1746	20387
947	1748	20380
948	1749	20372
949	1750	20364
950	1752	20357
951	1753	20350
952	1755	20351
953	1756	20337
954	1757	20331
955	1759	20324
956	1760	20318
957	1762	20312
958	1763	20305
959	1765	20298
960	1766	20292
961	1768	20286
962	1769	20280
963	1771	20280
964	1773	20275
965	1774	20270
966	1775	20263
967	1777	20256
968	1778	20250
969	1780	20244
970	1781	20238
971	1783	20232
972	1784	20225
973	1787	20229
974	1788	20223
975	1789	20217
976	1791	20209
977	1792	20203
978	1794	20196
979	1795	20189
980	1796	20182
981	1798	20175
982	1799	20169
983	1801	20166
984	1803	20165
985	1804	20158
986	1806	20152
987	1807	20146
988	1808	20139
989	1810	20133
990	1811	20125
991	1812	20118
992	1814	20112
993	1815	20105
994	1817	20105
995	1819	20100
996	1820	20093
997	1822	20087
998	1823	20081
999	1825	20075
1000	1826	20069
1001	1827	20062
1002	1829	20056
1003	1830	20050
1004	1832	20052
1005	1834	20047
1006	1835	20042
1007	1837	20036
1008	1838	20031
1009	1840	20026
1010	1841	20021
1011	1843	20016
1012	1844	20010
1013	1846	20005
1014	1848	20005
1015	1850	20001
1016	1851	19996
1017	1853	19990
1018	1854	19983
1019	1855	19976
1020	1857	19971
1021	1858	19966
1022	1860	19960
1023	1861	19955
1024	1863	19955
1025	1865	19951
1026	1866	19945
1027	1868	19939
1028	1869	19933
1029	1871	19929
1030	1872	19923
1031	1874	19918
1032	1875	19913
1033	1877	19907
1034	1879	19906
1035	1880	19904
1036	1882	19899
1037	1883	19893
1038	1885	19888
1039	1886	19883
1040	1888	19877
1041	1890	19877
1042	1891	19873
1043	1893	19868
1044	1895	19870
1045	1896	19865
1046	1898	19860
1047	1899	19854
1048	1901	19849
1049	1902	19845
1050	1904	19839
1051	1905	19833
1052	1907	19827
1053	1908	19821
1054	1910	19821
1055	1912	19817
1056	1913	19811
1057	1915	19805
1058	1916	19800
1059	1918	19795
1060	1919	19790
1061	1920	19784
1062	1922	19778
1063	1923	19773
1064	1925	19772
1065	1927	19771
1066	1929	19768
1067	1930	19764
1068	1932	19760
1069	1934	19757
1070	1935	19753
1071	1937	19750
1072	1939	19747
1073	1941	19750
1074	1943	19746
1075	1944	19743
1076	1946	19740
1077	1947	19735
1078	1949	19730
1079	1950	19725
1080	1952	19719
1081	1953	19713
1082	1955	19709
1083	1957	19709
1084	1958	19704
1085	1960	19699
1086	1961	19692
1087	1963	19687
1088	1964	19682
1089	1965	19677
1090	1967	19673
1091	1968	19667
1092	1970	19662
1093	1972	19662
1094	1973	19656
1095	1975	19652
1096	1976	19647
1097	1978	19640
1098	1979	19636
1099	1981	19630
1100	1982	19624
1101	1983	19618
1102	1985	19613
1103	1987	19615
1104	1988	19610
1105	1990	19606
1106	1991	19601
1107	1993	19595
1108	1994	19590
1109	1996	19586
1110	1997	19580
1111	1999	19574
1112	2000	19569
1113	2002	19566
1114	2004	19563
1115	2005	19558
1116	2006	19552
1117	2008	19546
1118	2009	19541
1119	2011	19535
1120	2012	19530
1121	2013	19524
1122	2015	19519
1123	2016	19514
1124	2018	19516
1125	2020	19512
1126	2022	19507
1127	2023	19502
1128	2024	19498
1129	2026	19493
1130	2027	19488
1131	2029	19483
1132	2030	19478
1133	2032	19472
1134	2034	19471
1135	2035	19467
1136	2037	19462
1137	2038	19457
1138	2040	19452
1139	2041	19446
1140	2042	19441
1141	2044	19435
1142	2045	19430
1143	2047	19425
1144	2048	19421
1145	2050	19419
1146	2051	19414
1147	2053	19410
1148	2054	19406
1149	2056	19402
1150	2057	19396
1151	2059	19391
1152	2060	19386
1153	2062	19384
1154	2064	19385
1155	2066	19383
1156	2067	19380
1157	2069	19375
1158	2071	19372
1159	2072	19368
1160	2074	19362
1161	2075	19358
1162	2077	19353
1163	2078	19350
1164	2081	19354
1165	2082	19350
1166	2084	19346
1167	2085	19344
1168	2087	19340
1169	2088	19336
1170	2090	19331
1171	2091	19326
1172	2093	19322
1173	2095	19323
1174	2097	19321
1175	2098	19317
1176	2100	19311
1177	2101	19306
1178	2102	19301
1179	2104	19296
1180	2105	19291
1181	2107	19286
1182	2108	19281
1183	2110	19280
1184	2112	19278
1185	2113	19274
1186	2115	19269
1187	2116	19265
1188	2118	19260
1189	2119	19256
1190	2121	19251
1191	2122	19247
1192	2124	19242
1193	2125	19237
1194	2127	19237
1195	2129	19234
1196	2130	19230
1197	2132	19226
1198	2133	19221
1199	2135	19217
1200	2136	19212
1201	2138	19207
1202	2139	19202
1203	2141	19197
1204	2142	19197
1205	2144	19193
1206	2146	19189
1207	2147	19184
1208	2148	19179
1209	2150	19173
1210	2151	19168
1211	2152	19163
1212	2154	19158
1213	2155	19154
1214	2157	19153
1215	2159	19150
1216	2160	19147
1217	2162	19142
1218	2163	19137
1219	2165	19131
1220	2166	19126
1221	2168	19122
1222	2169	19118
1223	2171	19113
1224	2173	19113
1225	2174	19109
1226	2176	19105
1227	2177	19100
1228	2178	19096
1229	2180	19092
1230	2182	19089
1231	2183	19084
1232	2184	19079
1233	2186	19075
1234	2188	19075
1235	2189	19071
1236	2191	19068
1237	2193	19064
1238	2194	19059
1239	2195	19055
1240	2197	19050
1241	2198	19046
1242	2200	19042
1243	2201	19037
1244	2203	19038
1245	2205	19036
1246	2207	19031
1247	2208	19027
1248	2209	19022
1249	2211	19018
1250	2213	19015
1251	2214	19010
1252	2215	19006
1253	2217	19002
1254	2219	19001
1255	2220	18997
1256	2222	18993
1257	2223	18988
1258	2225	18983
1259	2226	18978
1260	2228	18974
1261	2229	18970
1262	2230	18965
1263	2232	18960
1264	2234	18959
1265	2236	18958
1266	2237	18954
1267	2239	18950
1268	2240	18945
1269	2241	18941
1270	2243	18937
1271	2244	18932
1272	2246	18927
1273	2247	18923
1274	2249	18926
1275	2251	18923
1276	2253	18920
1277	2254	18917
1278	2256	18914
1279	2257	18910
1280	2259	18906
1281	2260	18902
1282	2262	18897
1283	2263	18892
1284	2265	18894
1285	2267	18890
1286	2268	18885
1287	2270	18880
1288	2271	18876
1289	2273	18872
1290	2274	18868
1291	2276	18864
1292	2277	18860
1293	2279	18856
1294	2281	18855
1295	2282	18851
1296	2283	18847
1297	2285	18843
1298	2286	18838
1299	2288	18833
1300	2289	18829
1301	2291	18825
1302	2292	18821
1303	2294	18816
1304	2295	18814
1305	2297	18811
1306	2298	18806
1307	2300	18801
1308	2301	18797
1309	2303	18793
1310	2304	18788
1311	2305	18784
1312	2307	18780
1313	2308	18776
1314	2310	18773
1315	2312	18770
1316	2313	18767
1317	2315	18764
1318	2316	18760
1319	2318	18755
1320	2319	18751
1321	2320	18746
1322	2322	18742
1323	2323	18737
1324	2325	18732
1325	2326	18729
1326	2328	18725
1327	2329	18721
1328	2331	18717
1329	2332	18712
1330	2333	18707
1331	2335	18703
1332	2336	18700
1333	2338	18696
1334	2339	18692
1335	2341	18688
1336	2342	18685
1337	2344	18682
1338	2345	18678
1339	2347	18674
1340	2348	18669
1341	2350	18664
1342	2351	18661
1343	2353	18658
1344	2354	18654
1345	2356	18651
1346	2357	18648
1347	2359	18645
1348	2361	18641
1349	2362	18637
1350	2363	18633
1351	2365	18629
1352	2366	18625
1353	2368	18621
1354	2369	18618
1355	2371	18614
1356	2372	18610
1357	2374	18606
1358	2375	18602
1359	2377	18598
1360	2378	18593
1361	2379	18589
1362	2381	18584
1363	2382	18580
1364	2384	18577
1365	2385	18572
1366	2387	18568
1367	2388	18565
1368	2390	18562
1369	2391	18559
1370	2393	18554
1371	2394	18550
1372	2396	18546
1373	2397	18542
1374	2399	18538
1375	2400	18534
1376	2401	18530
1377	2403	18526
1378	2405	18524
1379	2406	18520
1380	2408	18516
1381	2409	18512
1382	2410	18508
1383	2412	18504
1384	2414	18501
1385	2416	18501
1386	2417	18499
1387	2419	18496
1388	2421	18495
1389	2422	18493
1390	2424	18491
1391	2426	18487
1392	2427	18484
1393	2428	18479
1394	2430	18474
1395	2431	18471
1396	2433	18467
1397	2434	18464
1398	2436	18461
1399	2437	18458
1400	2439	18455
1401	2441	18452
1402	2442	18448
1403	2443	18444
1404	2445	18441
1405	2447	18439
1406	2450	18448
1407	2452	18446
1408	2453	18443
1409	2455	18439
1410	2456	18436
1411	2458	18432
1412	2459	18428
1413	2460	18424
1414	2462	18420
1415	2464	18418
1416	2465	18415
1417	2467	18412
1418	2469	18410
1419	2470	18409
1420	2472	18406
1421	2474	18404
1422	2475	18401
1423	2477	18399
1424	2478	18396
1425	2480	18393
1426	2482	18394
1427	2484	18392
1428	2485	18390
1429	2487	18386
1430	2489	18384
1431	2490	18382
1432	2492	18379
1433	2493	18376
1434	2495	18373
1435	2497	18369
1436	2498	18366
1437	2500	18362
1438	2501	18359
1439	2503	18355
1440	2504	18351
1441	2505	18347
1442	2507	18343
1443	2508	18339
1444	2510	18337
1445	2512	18335
1446	2513	18332
1447	2515	18329
1448	2516	18326
1449	2518	18323
1450	2519	18319
1451	2521	18315
1452	2522	18311
1453	2524	18308
1454	2525	18304
1455	2527	18300
1456	2528	18297
1457	2529	18292
1458	2531	18288
1459	2532	18284
1460	2534	18280
1461	2535	18276
1462	2537	18272
1463	2538	18267
1464	2539	18263
1465	2541	18260
1466	2542	18256
1467	2544	18255
1468	2546	18255
1469	2548	18253
1470	2549	18248
1471	2551	18245
1472	2552	18241
1473	2553	18237
1474	2555	18233
1475	2556	18228
1476	2558	18225
1477	2559	18224
1478	2561	18223
1479	2563	18219
1480	2564	18216
1481	2566	18212
1482	2567	18209
1483	2569	18205
1484	2570	18202
1485	2572	18198
1486	2573	18194
1487	2575	18194
1488	2577	18193
1489	2578	18190
1490	2580	18186
1491	2581	18183
1492	2583	18183
1493	2585	18181
1494	2587	18178
1495	2588	18175
1496	2590	18174
1497	2592	18172
1498	2593	18170
1499	2595	18168
1500	2597	18165
1501	2598	18164
1502	2600	18161
1503	2601	18157
1504	2603	18154
1505	2604	18149
1506	2606	18148
1507	2608	18145
1508	2609	18142
1509	2610	18138
1510	2612	18134
1511	2613	18130
1512	2615	18127
1513	2616	18123
1514	2618	18120
1515	2619	18116
1516	2621	18116
1517	2623	18113
1518	2624	18110
1519	2626	18106
1520	2627	18103
1521	2629	18099
1522	2630	18095
1523	2631	18091
1524	2633	18088
1525	2634	18083
1526	2636	18081
1527	2638	18081
1528	2639	18077
1529	2641	18074
1530	2642	18070
1531	2644	18067
1532	2645	18062
1533	2646	18058
1534	2648	18055
1535	2649	18051
1536	2651	18047
1537	2652	18046
1538	2654	18045
1539	2656	18042
1540	2657	18038
1541	2659	18034
1542	2660	18031
1543	2662	18027
1544	2663	18023
1545	2665	18020
1546	2666	18016
1547	2668	18016
1548	2670	18014
1549	2671	18011
1550	2673	18008
1551	2674	18005
1552	2676	18002
1553	2677	17999
1554	2679	17995
1555	2680	17992
1556	2682	17989
1557	2684	17988
1558	2685	17987
1559	2687	17983
1560	2688	17980
1561	2690	17976
1562	2691	17973
1563	2693	17971
1564	2694	17968
1565	2696	17965
1566	2697	17962
1567	2699	17961
1568	2701	17959
1569	2702	17956
1570	2704	17953
1571	2706	17950
1572	2707	17947
1573	2709	17944
1574	2710	17940
1575	2711	17937
1576	2713	17936
1577	2715	17935
1578	2717	17933
1579	2718	17929
1580	2720	17925
1581	2721	17922
1582	2723	17919
1583	2724	17915
1584	2726	17913
1585	2727	17909
1586	2729	17908
1587	2731	17906
1588	2732	17903
1589	2734	17900
1590	2735	17896
1591	2736	17893
1592	2738	17889
1593	2739	17886
1594	2741	17884
1595	2742	17880
1596	2744	17879
1597	2746	17878
1598	2748	17876
1599	2749	17872
1600	2751	17869
1601	2752	17867
1602	2754	17864
1603	2755	17861
1604	2757	17858
1605	2758	17855
1606	2761	17859
1607	2762	17856
1608	2764	17852
1609	2765	17848
1610	2767	17845
1611	2768	17841
1612	2769	17837
1613	2771	17833
1614	2772	17829
1615	2774	17826
1616	2776	17827
1617	2778	17825
1618	2779	17824
1619	2781	17822
1620	2783	17819
1621	2784	17816
1622	2786	17813
1623	2787	17809
1624	2788	17806
1625	2790	17803
1626	2792	17802
1627	2793	17800
1628	2795	17796
1629	2796	17793
1630	2798	17790
1631	2799	17786
1632	2800	17781
1633	2802	17778
1634	2803	17775
1635	2805	17770
1636	2807	17772
1637	2808	17769
1638	2810	17765
1639	2811	17762
1640	2813	17758
1641	2814	17754
1642	2816	17751
1643	2817	17748
1644	2819	17745
1645	2820	17742
1646	2822	17742
1647	2824	17740
1648	2825	17737
1649	2827	17733
1650	2828	17730
1651	2829	17726
1652	2831	17723
1653	2832	17719
1654	2834	17715
1655	2835	17712
1656	2837	17708
1657	2838	17707
1658	2840	17705
1659	2841	17702
1660	2843	17699
1661	2844	17695
1662	2846	17692
1663	2847	17688
1664	2849	17685
1665	2850	17681
1666	2851	17677
1667	2853	17677
1668	2855	17675
1669	2857	17672
1670	2858	17669
1671	2860	17667
1672	2861	17664
1673	2863	17661
1674	2864	17658
1675	2866	17654
1676	2867	17651
1677	2869	17652
1678	2871	17649
1679	2872	17646
1680	2874	17642
1681	2875	17639
1682	2876	17636
1683	2878	17633
1684	2879	17629
1685	2881	17626
1686	2882	17623
1687	2885	17624
1688	2886	17621
1689	2887	17618
1690	2889	17615
1691	2891	17612
1692	2892	17609
1693	2893	17606
1694	2895	17603
1695	2896	17600
1696	2898	17596
1697	2900	17596
1698	2901	17593
1699	2903	17590
1700	2904	17586
1701	2906	17583
1702	2907	17580
1703	2909	17577
1704	2910	17574
1705	2912	17571
1706	2913	17567
1707	2915	17567
1708	2916	17564
1709	2918	17561
1710	2919	17559
1711	2921	17555
1712	2922	17553
1713	2924	17550
1714	2925	17546
1715	2927	17543
1716	2928	17540
